annee_universitaire,libelle_diplome_1,libelle_diplome_2,total_inscrits
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : BIOCHIMIE, BIOLOGIE","",714
2012-13,DIPLOMES D'UNIVERSITE EN LANGUES ET LITTERATURES FRANCAISES - BAC,"",713
2012-13,SCIENCES DES ORGANISATIONS ET DES MARCHES : GESTION,"",710
2012-13,"ARTS, LETTRES, LANGUES : LANGUES, LITTERATURES ET CIVILISATIONS ETRANGERES",ARABE,705
2012-13,DIPLOMES D'UNIVERSITE EN SCIENCES JURIDIQUES - BAC A BAC+2,"",700
2012-13,DIPLOMES D'UNIVERSITE EN SCIENCES JURIDIQUES - BAC A BAC+1,"",700
2012-13,INGENIEUR DIPLOME DE L'ECOLE NATIONALE SUPERIEURE DE L'ELECTRONIQUE ET DE SES APPLICATIONS,"",692
2012-13,"LETTRES ET SCIENCES HUMAINES : LANGUES, LITTERATURES ET CIVILISATIONS ETRANGERES ET REGIONALES",ANGLAIS,682
2012-13,CARDIOLOGIE ET MALADIES VASCULAIRES,"",680
2012-13,SCIENCES ET TECHNOLOGIES : SCIENCES DU VIVANT,"",679
2012-13,SCIENCES ET TECHNIQUES DES ACTIVITES PHYSIQUES ET SPORTIVES (ANNEE COMMUNE) : STAPS (SCIENCES ET TECHNIQUES DES ACTIVITES PHYSIQUES ET SPORTIVES),"",678
2012-13,"DROIT, SCIENCE POLITIQUE : DROIT DES AFFAIRES","",677
2012-13,"DROIT, ECONOMIE, GESTION : MANAGEMENT",ADMINISTRATION DES ENTREPRISES,674
2012-13,INGENIEUR DIPLOME DE TELECOM LILLE,"",673
2012-13,DIPLOMES D'UNIVERSITE EN SCIENCES DE GESTION - BAC+3 A BAC+5,"",664
2012-13,"DROIT, ECONOMIE, GESTION : MARKETING","",657
2012-13,INFORMATION-COMMUNICATION,GESTION DE L'INFORMATION ET DU DOCUMENT DANS LES ORGANISATIONS,656
2012-13,"ARTS, LETTRES, LANGUES : HISTOIRE DE L'ART ET ARCHEOLOGIE","",655
2012-13,"DROIT, ECONOMIE, GESTION : ECONOMIE APPLIQUEE","",655
2012-13,GENIE BIOLOGIQUE,GENIE DE L ENVIRONNEMENT,654
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : BIOLOGIE ET SANTE","",652
2012-13,INGENIEUR DIPLOME DE L'ECOLE NATIONALE D'INGENIEURS DE BREST,"",648
2012-13,"DROIT, ECONOMIE, GESTION : INFORMATION - COMMUNICATION","",645
2012-13,DIPLOMES D'UNIVERSITE EN LANGUES ET LITTERATURES ETRANGERES - BAC A BAC+2,"",645
2012-13,"SCIENCES HUMAINES ET SOCIALES : ENSEIGNEMENT, FORMATION, EDUCATION","ENFANCE, SCOLARISATION DANS LE 1ER DEGRE ET EDUCATION",644
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : BIOLOGIE, SANTE, SCIENCES DU MEDICAMENT",RECHERCHE ET INGENIERIE EN BIOSANTE,641
2012-13,DIPLOMES D'UNIVERSITE EN SCIENCES DE GESTION - BAC A BAC+2,"",639
2012-13,DIPLOMES D'UNIVERSITE EN ODONTOLOGIE - BAC+6 ET PLUS,"",635
2012-13,"DROIT, ECONOMIE, GESTION : AFFAIRES INTERNATIONALES ET INGENIERIE ECONOMIQUE",AFFAIRES INTERNATIONALES,633
2012-13,"DROIT, ECONOMIE, GESTION : DROIT SOCIAL","",630
2012-13,DIPLOMES D'UNIVERSITE EN SCIENCES JURIDIQUES - BAC+1 A BAC+2,"",626
2012-13,SPECIALITES MEDICALES,"",624
2012-13,"ARTS, LETTRES, LANGUES : METIERS DE L'ENSEIGNEMENT DE L'EDUCATION ET DE LA FORMATION","ENSEIGNEMENTS ET FORMATIONS EN LETTRES, LANGUES ET SCIENCES HUMAINES",623
2012-13,SCIENCES HUMAINES ET SOCIALES : METIERS DE L'EDUCATION ET DE LA FORMATION (MEF),"METIERS DE L'ENSEIGNEMENT PRIMAIRE, DE L'EDUCATION ET DE L'ENVIRONNEMENT SCOLAIRE",611
2012-13,"ARTS, LETTRES, LANGUES : CULTURE ET MEDIAS","",610
2012-13,"ARTS, LETTRES, LANGUES : MEDIATION CULTURELLE","",609
2012-13,INGENIEUR DIPLOME DE L'INSTITUT FRANCAIS DE MECANIQUE AVANCEE,"",608
2012-13,LITTERATURE GENERALE ET COMPAREE,"",607
2012-13,SCIENCES HUMAINES ET SOCIALES : PSYCHOLOGIE,PSYCHOLOGIE CLINIQUE,598
2012-13,"DIPLOMES D'UNIVERSITE EN FRANCAIS, LANGUE ETRANGERE - BAC","",596
2012-13,SCIENCES HUMAINES ET SOCIALES : METIERS DE L'EDUCATION ET DE LA FORMATION,PROFESSORAT DES ECOLES ET METIERS DE L'ENSEIGNEMENT,596
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : INGENIERIE ET SANTE PUBLIQUE","",595
2012-13,ACTIVITES JURIDIQUES,METIERS DU NOTARIAT,593
2012-13,"DROIT, ECONOMIE, GESTION : DROIT INTERNATIONAL ET EUROPEEN","",590
2012-13,SCIENCES HUMAINES ET SOCIALES : METIERS DE L'ENSEIGNEMENT ET DE LA FORMATION,ENSEIGNEMENT - EDUCATION - MEDIATION,588
2012-13,SCIENCES ET TECHNOLOGIES : CHIMIE,"",588
2012-13,"DROIT, ECONOMIE, GESTION : MANAGEMENT DES ENTREPRISES ET DES ADMINISTRATIONS","",581
2012-13,DIPLOMES INTERNATIONAUX EN SCIENCES JURIDIQUES - BAC+1 A BAC+2,"",578
2012-13,DIPLOMES D'UNIVERSITE EN SCIENCES DE GESTION - BAC A BAC+3,"",578
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : GENIE CIVIL","",571
2012-13,"ARTS, LETTRES, LANGUES : LETTRES ET ARTS DU SPECTACLE","",569
2012-13,"ARTS, LETTRES, LANGUES : CINEMA","",563
2012-13,"AUTOMATIQUE, SIGNAL, PRODUCTIQUE, ROBOTIQUE","",560
2012-13,SANTE,OPTIQUE PROFESSIONNELLE,559
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : BIOSANTE","",558
2012-13,INFORMATION-COMMUNICATION,PUBLICITE,553
2012-13,INGENIEUR DIPLOME DE L'ECOLE NATIONALE SUPERIEURE DES MINES DE NANCY DE L'UNIVERSITE DE LORRAINE,"",552
2012-13,INGENIEUR DIPLOME DE L'INSTITUT SUPERIEUR DE MECANIQUE DE PARIS,"",550
2012-13,OPHTALMOLOGIE,"",550
2012-13,INGENIEUR DIPLOME DE L'ECOLE NATIONALE SUPERIEURE DE MECANIQUE ET D'AEROTECHNIQUE DE POITIERS,"",550
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : SCIENCES ET TECHNIQUES DES ACTIVITES PHYSIQUES ET SPORTIVES",ACTIVITE PHYSIQUE ADAPTEE ET SANTE,549
2012-13,"ARTS, LETTRES, LANGUES : ARTS DU SPECTACLE:CINEMA ET THEATRE","",547
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : PORTAIL SCIENCES DE L'INGENIEUR","",546
2012-13,"INGENIEUR DIPLOME DE L'UNIVERSITE DE TECHNOLOGIE DE COMPIEGNE, SPECIALITE INFORMATIQUE","",542
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : TERRE ET ENVIRONNEMENT","",542
2012-13,"SCIENCES ET TECHNOLOGIES : SCIENCES DE LA NATURE, DE LA TERRE ET DE L'ENVIRONNEMENT","",534
2012-13,INGENIEUR DIPLOME DE L'ECOLE NATIONALE SUPERIEURE AGRONOMIQUE DE TOULOUSE DE L'INSTITUT NATIONAL POLYTECHNIQUE DE TOULOUSE,"",532
2012-13,"DROIT, ECONOMIE, GESTION : AFFAIRES INTERNATIONALES ET INGENIERIE ECONOMIQUE",LOGISTIQUE ET MANAGEMENT PORTUAIRE,529
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : SCIENCES ET TECHNIQUES (ANNEE COMMUNE)","",527
2012-13,"ARTS, LETTRES, LANGUES : LANGUES, LITTERATURES ET CIVILISATIONS ETRANGERES",CHINOIS,525
2012-13,"ARTS, LETTRES, LANGUES : LANGUES, LITTERATURES, CIVILISATIONS ETRANGERES ET REGIONALES",JAPONAIS,522
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : SCIENCES, INGENIERIE ET MANAGEMENT DE LA SANTE","",519
2012-13,GENIE DES PROCEDES,"",516
2012-13,AMENAGEMENT,"",514
2012-13,SCIENCES ET TECHNOLOGIES : MATHEMATIQUES ET APPLICATIONS,"",514
2012-13,DIPLOMES D'UNIVERSITE EN SCIENCES DE GESTION - BAC+3 A BAC+4,"",508
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : PORTAIL MATHEMATIQUES-INFORMATIQUE-PHYSIQUE-CHIMIE","",508
2012-13,INGENIEUR DIPLOME DE L'ECOLE NATIONALE D'INGENIEURS DU VAL DE LOIRE,"",507
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : PORTAIL BIOLOGIE-GEOSCIENCES-CHIMIE","",504
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : MATHEMATIQUES-INFORMATIQUE (ANNEE COMMUNE)","",503
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : BIOLOGIE HUMAINE - SANTE","",502
2012-13,DIPLOMES D'UNIVERSITE EN SCIENCES ECONOMIQUES - BAC A BAC+5,"",502
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : MATHEMATIQUES APPLIQUEES AUX SCIENCES SOCIALES","",497
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : MATHEMATIQUES ET APPLICATIONS","",497
2012-13,DIPLOMES D'UNIVERSITE EN SCIENCES JURIDIQUES - BAC+1 A BAC+4,"",494
2012-13,DIPLOMES D'UNIVERSITE EN LANGUES ET LITTERATURES FRANCAISES - BAC A BAC+1,"",494
2012-13,"ARTS, LETTRES, LANGUES : LANGUES, LITTERATURES ET CIVILISATIONS ETRANGERES",HEBREU,490
2012-13,DIPLOMES D'UNIVERSITE EN SCIENCES DE GESTION - BAC+2 A BAC+5,"",489
2012-13,"DROIT, ECONOMIE, GESTION : COMPTABILITE, CONTROLE, AUDIT","",486
2012-13,"RECHERCHE CLINIQUE, INNOVATION TECHNOLOGIQUE, SANTE PUBLIQUE","",486
2012-13,DIPLOMES D'UNIVERSITE EN SCIENCES DE L'EDUCATION - BAC+4,"",485
2012-13,"ARTS, LETTRES, LANGUES, SCIENCES HUMAINES ET SOCIALES, SCIENCES, TECHNOLOGIES, SANTE : ENSEIGNEMENT ET FORMATION","ENSEIGNEMENT PRIMAIRE, HUMANITES ET CULTURE SCIENTIFIQUE",483
2012-13,DIPLOMES D'UNIVERSITE EN MEDECINE - BAC+5,"",483
2012-13,SCIENCES ET TECHNIQUES DES ACTIVITES PHYSIQUES ET SPORTIVES (ANNEE COMMUNE) : STAPS,"",482
2012-13,"ARTS, LETTRES, LANGUES : LITTERATURE, PHILOLOGIE, LINGUISTIQUE",LITTERATURES FRANCAISES,481
2012-13,"ARTS, LETTRES, LANGUES : ARTS PLASTIQUES - ARTS APPLIQUES","",481
2012-13,"LANGUES, CULTURES ET SOCIETES DU MONDE : LANGUES, LITTERATURES ET CIVILISATIONS ETRANGERES",ARABE,478
2012-13,"DROIT, ECONOMIE, GESTION : ECONOMIE-GESTION","",476
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : PORTAIL SCIENCES DE LA VIE ET DE LA SANTE","",476
2012-13,"ARTS, LETTRES, LANGUES : METIERS DE L'EDUCATION ET DE LA FORMATION","METIERS DE L'ENSEIGNEMENT PRIMAIRE, DE L'INGENIERIE ET DE LA CULTURE",476
2012-13,"DROIT, ECONOMIE, GESTION : MANAGEMENT","COMPTABILITE, CONTROLE, AUDIT",475
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : SCIENCES DU VIVANT ET GEOSCIENCES","",475
2012-13,SCIENCES HUMAINES ET SOCIALES : HISTOIRE ET ARCHEOLOGIE,"",474
2012-13,CARRIERES SOCIALES,ASSISTANCE SOCIALE,473
2012-13,SCIENCES HUMAINES ET SOCIALES : SCIENCES ET TECHNIQUES DES ACTIVITES PHYSIQUES ET SPORTIVES,EDUCATION ET MOTRICITE,472
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : MATHEMATIQUES PHYSIQUE INFORMATIQUE (ANNEE COMMUNE)","",472
2012-13,DIPLOMES POST-DUT EN SCIENCES ET TECHNOLOGIE INDUSTRIELLES - BAC+2 A BAC+3,"",471
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : MEDICAMENTS ET AUTRES PRODUITS DE SANTE","",464
2012-13,GENIE ELECTRIQUE,"",463
2012-13,DIPLOMES INTERNATIONAUX EN PLURI SCIENCES ECONOMIQUES ET GESTION - BAC+2 A BAC+4,"",460
2012-13,DIPLOMES D'UNIVERSITE EN PLURI SCIENCES ECONOMIQUES ET GESTION - BAC+4,"",459
2012-13,"INGENIEUR DIPLOME DE L'UNIVERSITE DE TECHNOLOGIE DE BELFORT-MONTBELIARD, SPECIALITE GENIE ELECTRIQUE","",458
2012-13,"INGENIEUR DIPLOME DE L'UNIVERSITE DE TECHNOLOGIE DE BELFORT-MONTBELIARD, SPECIALITE INFORMATIQUE","",458
2012-13,STAPS,"",457
2012-13,CARRIERES SOCIALES,GESTION URBAINE,456
2012-13,SCIENCES HUMAINES ET SOCIALES : SCIENCES DU LANGAGE,DIDACTIQUE DU FRANCAIS ET DES LANGUES,455
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : GEOSCIENCES-BIOLOGIE-ENVIRONNEMENT","",454
2012-13,"ARTS, LETTRES, LANGUES : ARTS APPLIQUES","",451
2012-13,SCIENCES ET TECHNIQUES DES ACTIVITES PHYSIQUES ET SPORTIVES : SCIENCES ET TECHNIQUES DES ACTIVITES PHYSIQUES ET SPORTIVES - STAPS (ANNEE COMMUNE),"",451
2012-13,INGENIEUR DIPLOME DE L'INSTITUT SUPERIEUR DE L'AUTOMOBILE ET DES TRANSPORTS DE NEVERS DE L'UNIVERSITE DE DIJON,"",449
2012-13,INGENIEUR DIPLOME DE L'ECOLE NATIONALE SUPERIEURE DE GENIE INDUSTRIEL DE L'INSTITUT POLYTECHNIQUE DE GRENOBLE,"",448
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : PHYSIQUE ET INGENIERIES","",448
2012-13,"LANGUES, CULTURES ET SOCIETES DU MONDE : LANGUES, LITTERATURES ET CIVILISATIONS ETRANGERES",CHINOIS,447
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : METIERS DE L'EDUCATION ET DE LA FORMATION","ENFANCE, EDUCATION, ENSEIGNEMENT",446
2012-13,SCIENCES HUMAINES ET SOCIALES : EDUCATION ET FORMATION,METIERS DE L'EDUCATION ET DE L'ENSEIGNEMENT DU PREMIER DEGRE,442
2012-13,DIPLOMES D'UNIVERSITE EN INFORMATIQUE - BAC+1,"",441
2012-13,MEDECINE INTERNE,"",438
2012-13,"INGENIEUR DIPLOME DE L'ECOLE NATIONALE D'INGENIEURS DE SAINT-ETIENNE, SPECIALITE GENIE MECANIQUE","",437
2012-13,GENIE CHIMIQUE - GENIE DES PROCEDES,"",433
2012-13,ARTS : MUSIQUE,"",433
2012-13,INGENIEUR DIPLOME DE L'ECOLE NATIONALE SUPERIEURE D'ELECTRICITE ET DE MECANIQUE DE NANCY DE L'UNIVERSITE DE LORRAINE,"",429
2012-13,"DROIT, SCIENCE POLITIQUE : DROIT PUBLIC","",428
2012-13,DIPLOMES D'UNIVERSITE EN SCIENCES DE LA VIE - BAC+3 A BAC+4,"",427
2012-13,"DROIT, ECONOMIE, GESTION : DROIT PRIVE",DROIT NOTARIAL,426
2012-13,"INGENIEUR DIPLOME DE L'INSTITUT NATIONAL DES SCIENCES APPLIQUEES DE LYON, SPECIALITE GENIE ELECTRIQUE","",425
2012-13,"INGENIEUR DIPLOME DE L'ECOLE NATIONALE SUPERIEURE D'AGRONOMIE ET DES INDUSTRIES ALIMENTAIRES DE L'UNIVERSITE DE LORRAINE, SPECIALITE AGRONOMIE","",424
2012-13,SCIENCES ET TECHNOLOGIES : PHYSIQUE,"",424
2012-13,ONCOLOGIE,"",423
2012-13,"ARTS, LETTRES, LANGUES : SCIENCES DU LANGAGE, DE L'INFORMATION ET DE LA COMMUNICATION","",422
2012-13,"SCIENCES AGRONOMIQUES, BIOTECHNOLOGIES AGRO-ALIMENTAIRES","",420
2012-13,"DROIT, ECONOMIE, GESTION : DROIT DES AFFAIRES",DROIT DE L'ENTREPRISE,420
2012-13,"INGENIEUR DIPLOME DE L'UNIVERSITE DE TECHNOLOGIE DE BELFORT-MONTBELIARD, SPECIALITE MECANIQUE","",418
2012-13,"ARTS, LETTRES, LANGUES : LANGUES LITTERATURES ET CIVILISATIONS ETRANGERES","",418
2012-13,DIPLOMES INTERNATIONAUX EN PLURI LETTRES - LANGUES - SC HUMAINES - BAC+3,"",417
2012-13,"DIPLOMES D'UNIVERSITE EN FRANCAIS, LANGUE ETRANGERE - BAC+1 A BAC+2","",417
2012-13,DROIT : DROIT DES AFFAIRES,"",417
2012-13,SCIENCES HUMAINES ET SOCIALES : ECONOMIE - SOCIOLOGIE,"",416
2012-13,CARRIERES SOCIALES,EDUCATION SPECIALISEE,416
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : SCIENCES ET TECHNOLOGIES DE L'INFORMATION ET DE LA COMMUNICATION",METHODES INFORMATIQUES APPLIQUEES A LA GESTION DES ENTREPRISES,412
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : PHYSIQUE ET SCIENCES POUR L'INGENIEUR","",410
2012-13,"SCIENCES HUMAINES ET SOCIALES : ENSEIGNEMENT, EDUCATION ET FORMATION (EEF)",ENSEIGNEMENT PRIMAIRE ET INTERVENTION EN MILIEU EDUCATIF,409
2012-13,DIPLOMES D'UNIVERSITE EN SCIENCES POLITIQUES - BAC A BAC+2,"",407
2012-13,SCIENCES HUMAINES ET SOCIALES : SOCIOLOGIE HISTOIRE DEVELOPPEMENT SOCIAL,"",406
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : PHYSIQUE, SCIENCES POUR L'INGENIEUR","",405
2012-13,CANCEROLOGIE,"",404
2012-13,GASTRO-ENTEROLOGIE ET HEPATOLOGIE,"",402
2012-13,"DROIT, ECONOMIE, GESTION : DROIT AES (ANNEE COMMUNE)","",401
2012-13,"DROIT, ECONOMIE, GESTION : MANAGEMENT",GESTION DES RESSOURCES HUMAINES,401
2012-13,SCIENCES HUMAINES ET SOCIALES : SCIENCES ET TECHNIQUES DES ACTIVITES PHYSIQUES ET SPORTIVES,MANAGEMENT DU SPORT,401
2012-13,"DROIT, ECONOMIE, GESTION : SCIENCES SANITAIRES ET SOCIALES","",401
2012-13,"SCIENCES HUMAINES ET SOCIALES : HISTOIRE, GEOGRAPHIE","",400
2012-13,"LANGUES, CULTURES ET SOCIETES DU MONDE : LANGUES, LITTERATURES ET CIVILISATIONS ETRANGERES",COREEN,397
2012-13,"ARTS, LETTRES, LANGUES : ETUDES ANGLOPHONES",ANGLAIS,397
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : MECANIQUE - GENIE CIVIL","",397
2012-13,SCIENCES HUMAINES ET SOCIALES : ACTION SOCIALE ET DE SANTE,"",396
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : INGENIERIE ET MANAGEMENT DE LA SANTE","",395
2012-13,SCIENCES RELIGIEUSES,"",394
2012-13,DIPLOMES INTERNATIONAUX EN PLURI LETTRES - LANGUES - SC HUMAINES - BAC+1 A BAC+6 ET PLUS,"",394
2012-13,"DROIT, ECONOMIE, GESTION : ADMINISTRATION ET ECHANGES INTERNATIONAUX",ENTREPRENEURIAT INTERNATIONAL ET PME,393
2012-13,"DIPLOME UNIVERSITAIRE MATHEMATIQUES, INFORMATIQUE ET APPLICATIONS A L'ECONOMIE ET A L'ENTREPRISE DE DAUPHINE","",392
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : METIERS DE L'EDUCATION ET DE LA FORMATION","",392
2012-13,INGENIEUR DIPLOME DE L'ECOLE NATIONALE SUPERIEURE DES ARTS ET INDUSTRIES TEXTILES,"",389
2012-13,DIPLOMES INTERNATIONAUX EN SCIENCES DE L'INFORMATION ET LA COMMUNICATION - BAC+2,"",388
2012-13,"INGENIEUR DIPLOME DE L'ECOLE NATIONALE D'INGENIEURS DE SAINT-ETIENNE, SPECIALITE GENIE CIVIL","",388
2012-13,INGENIEUR DIPLOME DE L'ECOLE NATIONALE SUPERIEURE D'INFORMATIQUE POUR L'INDUSTRIE ET L'ENTREPRISE,"",387
2012-13,"DROIT, SCIENCE POLITIQUE : DROIT PRIVE","",383
2012-13,GENIE CHIMIQUE - GENIE DES PROCEDES,PROCEDES,382
2012-13,GENIE BIOLOGIQUE,DIETETIQUE,382
2012-13,"INGENIEUR DIPLOME DE L'UNIVERSITE DE TECHNOLOGIE DE TROYES, SPECIALITE SYSTEMES MECANIQUES","",378
2012-13,"DROIT, ECONOMIE, GESTION : DROIT PRIVE ET SCIENCES CRIMINELLES",DROIT NOTARIAL,377
2012-13,SCIENCES HUMAINES ET SOCIALES : PSYCHOLOGIE,PSYCHOPATHOLOGIE ET PSYCHOLOGIE CLINIQUE,375
2012-13,SCIENCES HUMAINES ET SOCIALES : SCIENCES ET TECHNIQUES DES ACTIVITES PHYSIQUES ET SPORTIVES,ENTRAINEMENT SPORTIF,374
2012-13,INGENIEUR DIPLOME DE L'ECOLE NATIONALE SUPERIEURE DE GEOLOGIE DE L'UNIVERSITE DE LORRAINE,"",374
2012-13,DIPLOME D'ETAT D'ERGOTHERAPEUTE,"",374
2012-13,SCIENCES HUMAINES ET SOCIALES : CULTURE ET PATRIMOINES,"",372
2012-13,"ECONOMIE, GESTION : MANAGEMENT","",368
2012-13,"ARTS, LETTRES, LANGUES : LITTERATURE, PHILOLOGIE, LINGUISTIQUE",METIERS DE L'EDITION ET DE L'AUDIOVISUEL:LETTRES ET MULTIMEDIA,368
2012-13,"INGENIEUR DIPLOME DE L'INSTITUT NATIONAL DES SCIENCES APPLIQUEES DE LYON, SPECIALITE INFORMATIQUE","",367
2012-13,RESEAUX ET TELECOMMUNICATIONS,ADMINISTRATION ET SECURITE DES RESEAUX,365
2012-13,"INGENIEUR DIPLOME DE L'INSTITUT NATIONAL DES SCIENCES APPLIQUEES DE LYON, SPECIALITE GENIE CIVIL ET URBANISME","",363
2012-13,SCIENCES HUMAINES ET SOCIALES (ANNEE COMMUNE) :,"",363
2012-13,"ARTS, LETTRES, LANGUES : LANGUES, LITTERATURES ET CIVILISATIONS ETRANGERES",ETUDES ANGLOPHONES,362
2012-13,"INGENIEUR DIPLOME DE L'UNIVERSITE DE TECHNOLOGIE DE COMPIEGNE, SPECIALITE GENIE BIOLOGIQUE","",362
2012-13,"DROIT, ECONOMIE, GESTION : SOCIOLOGIE ET SCIENCE POLITIQUE","",362
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : PHYSIQUE ET CHIMIE","",361
2012-13,"DROIT, ECONOMIE, GESTION : DROIT ET ECONOMIE","",360
2012-13,NEUROLOGIE,"",358
2012-13,INGENIEUR DIPLOME DE L'ECOLE NATIONALE SUPERIEURE DE CHIMIE DE MONTPELLIER,"",358
2012-13,INGENIEUR DIPLOME DE L'ECOLE NATIONALE SUPERIEURE EN SYSTEMES AVANCES ET RESEAUX DE L'INSTITUT POLYTECHNIQUE DE GRENOBLE,"",356
2012-13,PNEUMOLOGIE,"",354
2012-13,ECONOMIE ET GESTION : GESTION,"",354
2012-13,"DROIT, ECONOMIE, GESTION : INFORMATION ET COMMUNICATION","",354
2012-13,DIPLOMES D'UNIVERSITE EN MEDECINE - BAC+4 A BAC+6 ET PLUS,"",353
2012-13,"DROIT, ECONOMIE, GESTION : FINANCE","COMPTABILITE, CONTROLE, AUDIT",353
2012-13,DIPLOME D'ETAT D'AUDIOPROTHESISTE,"",352
2012-13,INGENIEUR DIPLOME DE L'ECOLE NATIONALE SUPERIEURE DES INDUSTRIES CHIMIQUES DE L'UNIVERSITE DE LORRAINE,"",350
2012-13,SCIENCES HUMAINES ET SOCIALES : METIERS DE L'EDUCATION DE L'ENSEIGNEMENT ET DE LA FORMATION (MEEF),ENSEIGNEMENT DU PREMIER DEGRE (EPD),349
2012-13,"DROIT, ECONOMIE, GESTION : DROIT, ECONOMIE","",349
2012-13,HOTELLERIE ET TOURISME,"INGENIERIE, CONCEPTION, ORGANISATION ET GESTION DES SYSTEMES HOTELIERS ET DE RESTAURATION",347
2012-13,SCIENCES HUMAINES ET SOCIALES : URBANISME ET AMENAGEMENT,"",347
2012-13,"ARTS, LETTRES, LANGUES : LETTRES ET ARTS","",347
2012-13,MEDECINE DU TRAVAIL,"",345
2012-13,DIPLOMES D'UNIVERSITE EN MATHEMATIQUES APPLIQUEES ET SCIENCES SOCIALES (M.A.S.S.) - BAC+2 A BAC+3,"",345
2012-13,"DROIT, ECONOMIE, GESTION : MANAGEMENT INTERNATIONAL","",345
2012-13,CHIRURGIE ORTHOPEDIQUE ET TRAUMATOLOGIE,"",344
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : MATHEMATIQUES, PHYSIQUE, CHIMIE, INFORMATIQUE (ANNEE COMMUNE)","",344
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : SCIENCES DU VIVANT ET GEOSCIENCES (ANNEE COMMUNE)","",344
2012-13,OTO-RHINO-LARYNGOLOGIE ET CHIRURGIE CERVICO-FACIALE,"",344
2012-13,DIPLOMES INTERNATIONAUX EN SCIENCES JURIDIQUES - BAC+3 A BAC+4,"",342
2012-13,"DROIT, ECONOMIE, GESTION : SCIENCES DU MANAGEMENT","COMPTABILITE, CONTROLE, AUDIT",341
2012-13,DIPLOMES D'UNIVERSITE EN SCIENCES ECONOMIQUES - BAC+4,"",340
2012-13,INGENIEUR DIPLOME DE L'ECOLE POLYTECHNIQUE UNIVERSITAIRE DE L'UNIVERSITE LYON I,"",340
2012-13,LETTRES ET SCIENCES HUMAINES : HISTOIRE,"",339
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : SCIENCES ET TECHNIQUES DES ACTIVITES PHYSIQUES ET SPORTIVES",MANAGEMENT DU SPORT,339
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : BIOLOGIE - SANTE","",338
2012-13,"INGENIEUR DIPLOME DE L'UNIVERSITE DE TECHNOLOGIE DE TROYES, SPECIALITE SYSTEMES INDUSTRIELS","",337
2012-13,"ARTS, LETTRES, LANGUES : LANGUES, LITTERATURES ET CIVILISATIONS ETRANGERES","ETUDES BRITANNIQUES, AMERICAINES ET POST - COLONIALES",336
2012-13,"INGENIEUR DIPLOME DE L'UNIVERSITE DE TECHNOLOGIE DE BELFORT-MONTBELIARD, SPECIALITE MECANIQUE ET ERGONOMIE","",335
2012-13,INGENIEUR DIPLOME DE L'INSTITUT D'OPTIQUE THEORIQUE ET APPLIQUEE,"",332
2012-13,GENIE CHIMIQUE - GENIE DES PROCEDES,BIO - PROCEDES,332
2012-13,DIPLOMES D'UNIVERSITE EN SCIENCES ECONOMIQUES - BAC+1 A BAC+2,"",331
2012-13,"ARTS, LETTRES, LANGUES : LANGUES ET CULTURES ETRANGERES",ESPAGNOL,331
2012-13,DIPLOMES D'UNIVERSITE EN PHARMACIE - BAC+5 A BAC+6 ET PLUS,"",330
2012-13,"DROIT, SCIENCES POLITIQUE ET SOCIALES : DROITS FRANCAIS ET ETRANGER","",330
2012-13,DIPLOMES POST-DUT EN SCIENCES DE GESTION - BAC+2 A BAC+3,"",295
2012-13,"INGENIEUR DIPLOME DE L'ECOLE EUROPEENNE DE CHIMIE, POLYMERES ET MATERIAUX DE STRASBOURG DE L'UNIVERSITE DE STRASBOURG","",330
